geopoint,count
"33.8617388, -118.1057889",2
"33.8625215, -118.0697829",2
"33.8679657, -118.1084883",2
"33.8643987, -118.0479472",2
"33.86588810000001, -118.0449208",2
"33.8063727, -118.1977476",2
"33.8087643, -118.0728159",2
"33.8325604, -118.13077",2
"33.833047, -118.1745487",2
"33.7835037, -118.1445663",2
"33.7720746, -118.1782014",2
"33.7912894, -118.2160074",2
"33.8596528, -118.0527536",2
"33.8598083, -118.0452313",2
"33.859819, -118.0988286",2
"33.8673456, -118.0637045",2
"33.8565835, -118.0789487",2
"33.8335854, -118.21604",2
"33.8152734, -118.1870961",2
"33.7482903, -118.1006979",2
"33.7882028, -118.1760305",2
"33.7991087, -118.192376",2
"33.8088798, -118.1283178",2
"33.8547101, -118.1668985",2
"33.8243264, -118.1274214",2
"33.8741722, -118.0678454",2
"33.7881637, -118.2104941",2
"33.7989472, -118.2100338",2
"33.8673905, -118.1715709",2
"33.8793229, -118.0985971",2
"33.7989921, -118.2021974",2
"33.8316551, -118.1759933",2
"33.8063762, -118.1673744",2
"33.8683324, -118.1489541",2
"33.7888265, -118.1491002",2
"33.8646725, -118.0556056",2
"33.8648768, -118.0542188",2
"33.8660645, -118.0375947",2
"33.8414813, -118.1712074",2
"33.8395754, -118.129446",2
"33.8528908, -118.1830941",2
"33.7679337, -118.1637146",2
"33.7636604, -118.1644262",2
"33.8744286, -118.169619",2
"33.8606361, -118.1083486",2
"33.8007869, -118.2132808",2
"33.8217832, -118.2234474",2
"33.7580218, -118.1453287",2
"33.8414349, -118.1969312",2
"33.8314436, -118.1730419",2
"33.7823734, -118.145503",2
"33.8774955, -118.202541",2
"33.7890634, -118.1066693",2
"33.8168191, -118.0922278",2
"33.8054743, -118.1921677",2
"33.783499, -118.145886",2
"33.7735348, -118.145838",2
"33.8303246, -118.1306139",2
"33.7844193, -118.1600345",2
"33.8044446, -118.2111136",2
"33.7952996, -118.1677681",2
"33.7735708, -118.1676635",2
"33.8314824, -118.1677138",2
"33.7997517, -118.1582435",2
"33.8656524, -118.1888156",2
"33.76899240000001, -118.1691569",2
"33.7771629, -118.16333",2
"33.8250112, -118.1274126",2
"33.8395735, -118.1273254",2
"33.8395652, -118.1958236",2
"33.7718319, -118.1671758",2
"33.8289203, -118.1806768",2
"33.7717197, -118.1589447",2
"33.7717111, -118.1437331",2
"33.7773122, -118.1598785",2
"33.8449183, -118.1883256",2
"33.7731705, -118.0894113",2
"33.8505275, -118.1704159",2
"33.8532451, -118.1694499",2
"33.8717045, -118.1695724",2
"33.8619803, -118.1555836",2
"33.7822172, -118.1597747",2
"33.8567614, -118.1917736",2
"33.7881671, -118.2081833",2
"33.8040443, -118.1960749",2
"33.8243394, -118.1467326",2
"33.8166793, -118.1292154",2
"33.7875468, -118.0754979",2
"33.7932269, -118.1285198",2
"33.82364690000001, -118.129212",2
"33.7945435, -118.1682199",2
"33.8159022, -118.1105766",2
"33.8633595, -118.0496499",2
"33.8662065, -118.065961",2
"33.8676763, -118.0912657",2
"33.8655903, -118.0614996",2
"33.7996389, -118.1031513",2
"33.7753409, -118.1963617",2
"33.8049583, -118.1967604",2
"33.8044433, -118.2089339",2
"33.81149320000001, -118.217828",2
"33.87431, -118.168546",2
"33.778976, -118.1980414",2
"33.7962103, -118.1806361",2
"33.7926733, -118.1805902",2
"33.76797390000001, -118.1925342",2
"33.7391454, -118.1050668",2
"33.7795796, -118.1699714",2
"33.7907964, -118.1025611",2
"33.7909576, -118.1215683",2
"33.7906799, -118.0969967",2
"33.858243, -118.0747467",2
"33.85819499999999, -118.0908586",2
"33.8189163, -118.1806791",2
"33.8007574, -118.1806671",2
"33.8825758, -118.1808452",2
"33.7717254, -118.1763626",2
"33.7899771, -118.1268533",2
"33.8062835, -118.1117922",2
"33.8551888, -118.075203",2
"33.85598, -118.0972616",2
"33.8544538, -118.080437",2
"33.8064441, -118.2175173",2
"33.8580873, -118.0534997",2
"33.8528536, -118.0798749",2
"33.80378380000001, -118.1423875",2
"33.826921, -118.1860599",2
"33.7588311, -118.1462028",2
"33.8566058, -118.0728249",2
"33.7909806, -118.1088171",2
"33.79184670000001, -118.1973973",2
"33.7627257, -118.2177744",2
"33.8108043, -118.2177014",2
"33.8582336, -118.1882882",2
"33.8793054, -118.2040567",2
"33.7534192, -118.1202461",2
"33.7790342, -118.1993693",2
"33.7789834, -118.1426278",2
"33.7680827, -118.1876775",2
"33.8565674, -118.078947",2
"33.8393246, -118.168947",2
"33.8528265, -118.0542147",2
"33.8582862, -118.0996839",2
"33.8527186, -118.0964727",2
"33.8529583, -118.0727361",2
"33.8241987, -118.1815866",2
"33.8720124, -118.2018539",2
"33.8524203, -118.1936701",2
"33.8227346, -118.1319607",2
"33.8416596, -118.1979205",2
"33.782455, -118.1940027",2
"33.7590008, -118.1311653",2
"33.8081664, -118.1966919",2
"33.8801669, -118.1599313",2
"33.7695484, -118.1872974",2
"33.7643881, -118.1842153",2
"33.8710298, -118.1691498",2
"33.8540988, -118.1986962",2
"33.7998415, -118.1925577",2
"33.8058053, -118.125196",2
"33.870539, -118.2016987",2
"33.8558051, -118.0987334",2
"33.8515302, -118.1962352",2
"33.8542762, -118.1972215",2
"33.7645808, -118.1921171",2
"33.8584198, -118.1949481",2
"33.8116127, -118.0781468",2
"33.7571582, -118.1362348",2
"33.765212, -118.1676131",2
"33.7524828, -118.1230582",2
"33.8313905, -118.0817612",2
"33.85228590000001, -118.079631",2
"33.7916056, -118.0940963",2
"33.853627, -118.0754346",2
"33.8495009, -118.1949053",2
"33.8449089, -118.1940398",2
"33.8274262, -118.1899585",2
"33.8579069, -118.1686116",2
"33.7894629, -118.1573716",2
"33.7804447, -118.0454393",2
"33.7853609, -118.1334226",2
"33.8573807, -118.1969552",2
"33.8511637, -118.0698467",2
"33.7622181, -118.1625765",2
"33.7848653, -118.1850349",2
"33.7765501, -118.1813143",2
"33.7963233, -118.1060727",2
"33.7991084, -118.1641352",2
"33.8705366, -118.2017126",2
"33.8504599, -118.1952821",2
"33.7529151, -118.118231",2
"33.8464597, -118.1823425",2
"33.8267406, -118.1972175",2
"33.8033951, -118.1019339",2
"33.8049305, -118.2193481",2
"33.8039012, -118.1214691",2
"33.7962621, -118.1460144",2
"33.7955804, -118.0993134",2
"33.8166949, -118.1337212",2
"33.8452218, -118.1748346",2
"33.8422138, -118.199166",2
"33.843253, -118.1422118",2
"33.8492412, -118.1861258",2
"33.8009541, -118.0437615",2
"33.768232, -118.1391348",2
"33.7840069, -118.219289",2
"33.8062701, -118.0692643",2
"33.759049, -118.1458565",2
"33.7503977, -118.1898121",2
"33.7664414, -118.2815589",2
"33.7483856, -118.1041087",2
"33.7980107, -118.1653192",2
"33.7916912, -118.1850326",2
"33.8496706, -118.0652845",2
"33.8248159, -118.131681",2
"33.8450205, -118.1260528",2
"33.7928638, -118.1375988",2
"33.8448977, -118.137871",2
"33.7940805, -118.1177275",2
"33.8464135, -118.090635",2
"33.7777143, -118.1089733",2
"33.7768332, -118.1977993",2
"33.7771621, -118.1480569",2
"33.7971222, -118.1600443",2
"33.7971152, -118.1683525",2
"33.7961944, -118.1268021",2
"33.8012225, -118.1153035",2
"33.8217283, -118.2212158",2
"33.7977802, -118.1621906",2
"33.8487309, -118.0674553",2
"33.8463239, -118.1717798",2
"33.8189419, -118.1752343",2
"33.8189763, -118.1846853",2
"33.7958193, -118.108963",2
"33.7952997, -118.1828593",2
"33.7915924, -118.1569669",2
"33.8117178, -118.1849659",2
"33.803938, -118.1150139",2
"33.7777555, -118.1910753",2
"33.79893180000001, -118.1850243",2
"33.7758671, -118.1058212",2
"33.7706252, -118.1665174",2
"33.7897994, -118.1340339",2
"33.8236636, -118.1336843",2
"33.8130673, -118.1337641",2
"33.8040995, -118.1321453",2
"33.799466, -118.0670914",2
"33.7898672, -118.1480288",2
"33.7806252, -118.1479996",2
"33.8255813, -118.0936901",2
"33.8171572, -118.0283172",2
"33.8369627, -118.1849306",2
"33.7971173, -118.1905446",2
"33.8176847, -117.9676169",2
"33.7771895, -118.1654973",2
"33.775045, -118.165402",2
"33.8708257, -118.1664222",2
"33.7971166, -118.1675431",2
"33.7976291, -118.1608235",2
"33.813112, -118.0650386",2
"33.8694466, -118.1857781",2
"33.8482485, -118.1702158",2
"33.8655811, -118.1543936",2
"33.8148953, -118.1139872",2
"33.8677654, -118.155617",2
"33.8152856, -118.215405",2
"33.7989271, -118.1806671",2
"33.7826031, -118.15565",2
"33.7969306, -118.1443103",2
"33.8009408, -118.1934212",2
"33.7998153, -118.1019401",2
"33.7880492, -118.1611932",2
"33.8596883, -118.1482913",2
"33.8246649, -118.099897",2
"33.8249654, -118.1077694",2
"33.7982671, -118.098165",2
"33.8029516, -118.1647463",2
"33.7771652, -118.1535011",2
"33.7807793, -118.1524192",2
"33.7657234, -118.1916346",2
"33.7837108, -118.1937397",2
"33.7775154, -118.2029035",2
"33.8321868, -118.1814099",2
"33.8643279, -118.2774662",2
"33.7942327, -118.1114845",2
"33.7954508, -118.215212",2
"33.8080056, -118.1925001",2
"33.8530723, -118.1951953",2
"33.8000712, -118.1336326",2
"33.7680671, -118.1339657",2
"33.7586068, -118.1398981",2
"33.8450507, -118.1296135",2
"33.8430084, -118.2002211",2
"33.8170973, -118.1763133",2
"33.8134604, -118.1937114",2
"33.778073, -118.1720119",2
"33.791512, -118.2038164",2
"33.8245577, -118.1015881",2
"33.7626845, -118.1383187",2
"33.7639556, -118.1546002",2
"33.7792249, -118.0946094",2
"33.7593766, -118.1326335",2
"33.7676197, -118.1751806",2
"33.7954679, -118.196674",2
"33.8181697, -118.0741588",2
"33.8188651, -118.1339506",2
"33.8193941, -118.180377",2
"33.8456201, -118.1706651",2
"33.845007, -118.1287127",2
"33.8448209, -118.2002238",2
"33.7971313, -118.1980969",2
"33.7735284, -118.1720086",2
"33.8463163, -118.1726406",2
"33.7933506, -118.1984055",2
"33.8214503, -118.1988516",2
"33.8625734, -118.1498848",2
"33.8188625, -118.1304353",2
"33.8208313, -118.0927368",2
"33.7747726, -118.0489432",2
"33.8204428, -118.1739168",2
"33.8188819, -118.1026788",2
"33.8648709, -118.153378",2
"33.8108048, -118.2198079",2
"33.7765222, -118.1936715",2
"33.8776835, -118.2056283",2
"33.8523987, -118.2008257",2
"33.81916, -118.2006587",2
"33.7753531, -118.1863725",2
"33.7974861, -118.1011479",2
"33.78268, -118.1019726",2
"33.8319095, -118.1028085",2
"33.8754346, -118.1949416",2
"33.7550571, -118.1083671",2
"33.7797391, -118.1466106",2
"33.9953307, -117.4596197",2
"33.7954277, -118.1922562",2
"33.8027205, -118.1978624",2
"33.8039374, -118.1628723",2
"33.8006647, -118.0987596",2
"33.797087, -118.2198011",2
"33.7602261, -118.148977",2
"33.8242009, -118.1697969",2
"33.7584435, -118.1163525",2
"33.7507164, -118.0881645",2
"33.7668558, -118.1941291",2
"33.8662623, -118.2045064",2
"33.7665116, -118.2006675",2
"33.7671511, -118.171601",2
"33.8751844, -118.205635",2
"33.8426414, -118.1824773",2
"33.77074650000001, -118.1815964",2
"33.8012286, -118.1450746",2
"33.7964921, -118.1673763",2
"33.7755755, -118.152012",2
"33.7423535, -118.0943455",2
"33.7822287, -118.1520167",2
"33.7620038, -118.1521122",2
"33.8509734, -118.1863702",2
"33.8035026, -118.1817349",2
"33.82655010000001, -118.1991138",2
"33.8241991, -118.1879347",2
"33.8243318, -118.1926019",2
"33.7601795, -118.1338295",2
"33.7697071, -118.1664998",2
"33.7750682, -118.166514",2
"34.018363, -118.1285344",2
"33.802727, -118.2174145",2
"33.7659423, -118.1674429",2
"33.7934161, -118.1447999",2
"33.79364460000001, -118.209807",2
"33.8674021, -118.1686258",2
"33.7793585, -118.1108733",2
"33.7954673, -118.2109256",2
"33.8013952, -118.1408263",2
"33.7729017, -118.2018447",2
"33.7889596, -118.18671",2
"33.8188945, -118.1270885",2
"33.8188738, -118.1250054",2
"33.7898536, -118.1507972",2
"33.7641219, -118.1833591",2
"33.8299042, -118.0842851",2
"33.8819454, -118.1599849",2
"33.775343, -118.1491651",2
"33.7778734, -118.1777015",2
"33.7775733, -118.1996165",2
"33.7954547, -118.1946126",2
"33.7954537, -118.2127538",2
"33.7954733, -118.2144465",2
"33.7724101, -118.1621826",2
"33.8170602, -118.1817631",2
"33.7727214, -118.1380478",2
"33.8718404, -118.1953984",2
"33.820171, -118.073071",2
"33.861872, -118.1859976",2
"33.7777132, -118.1079735",2
"33.77142060000001, -118.1613345",2
"33.7783916, -118.1564974",2
"33.7926256, -118.1123822",2
"33.7922067, -118.0982207",2
"33.7936114, -118.1629836",2
"33.8466466, -118.0655422",2
"33.7941181, -118.2157924",2
"33.8486868, -118.0716027",2
"33.7954479, -118.20969",2
"33.8077865, -118.201424",2
"33.774099, -118.1178602",2
"33.810679, -118.1513249",2
"33.8027051, -118.1945597",2
"33.8458897, -118.0597169",2
"33.8481857, -118.1663196",2
"33.7918505, -118.1222619",2
"33.8088633, -118.0828202",2
"33.7174708, -117.8311428",2
"33.8655858, -118.1686242",2
"33.8724643, -118.1679184",2
"33.8043372, -118.1948181",2
"33.7989645, -118.2042191",2
"33.8317468, -118.1850713",2
"33.7953058, -118.185039",2
"33.79167290000001, -118.1872193",2
"33.7856334, -118.1864934",2
"33.7826753, -118.2154801",2
"33.8150621, -118.1804456",2
"33.7521913, -118.2041207",2
"33.8569166, -118.1212967",2
"33.7671311, -118.1732703",2
"33.7844191, -118.1633037",2
"33.8330367, -118.1741953",2
"33.8322381, -118.1270435",2
"33.7825999, -118.1749028",2
"33.8477457, -118.1964722",2
"33.8363694, -118.1358805",2
"33.8327926, -118.134784",2
"33.8058435, -118.1640922",2
"33.8648699, -118.2017487",2
"33.8289472, -118.1893427",2
"33.8567348, -118.1974666",2
"33.7777849, -118.1824253",2
"33.7990624, -118.21633",1
"33.7858493, -118.1644346",1
"33.7715535, -118.1642435",1
"33.8314114, -118.1763214",1
"33.7989299, -118.2176306",1
"33.7753539, -118.180708",1
"33.793188, -118.137879",1
"33.7898155, -118.2142438",1
"33.809553, -118.071991",1
"33.8746925, -118.1730196",1
"33.8746924, -118.1773741",1
"33.8549652, -118.1980838",1
"33.7677696, -118.1891479",1
"33.7676452, -118.1873046",1
"33.771535, -118.1915736",1
"33.8456508, -118.1931274",1
"33.7995196, -118.0472424",1
"33.784879, -118.1806924",1
"33.7409994, -118.0954798",1
"33.9067521, -118.0553751",1
"33.8313776, -118.1424627",1
"33.7847058, -118.1490046",1
"33.8242418, -118.1795934",1
"33.8380089, -118.1822879",1
"33.8435341, -118.181681",1
"33.8027802, -118.191459",1
"33.80259, -118.1774315",1
"33.8023564, -118.2122001",1
"33.8025021, -118.2130253",1
"33.7789816, -118.1622375",1
"33.8502063, -118.2058563",1
"33.7856854, -118.1676426",1
"33.8080039, -118.1980708",1
"33.8062259, -118.200231",1
"33.8062063, -118.2100127",1
"33.9014954, -118.2920685",1
"33.7698744, -118.1241773",1
"33.7562924, -118.1379124",1
"33.8009525, -118.1047902",1
"33.8186783, -118.1947889",1
"33.8251037, -118.1227154",1
"33.8094246, -118.1472196",1
"33.7781397, -118.1641651",1
"33.8485073, -118.0615344",1
"33.7903406, -118.2192964",1
"33.7931003, -118.1144546",1
"33.793287, -118.1297655",1
"33.7941657, -118.1618662",1
"33.833985, -118.2249095",1
"33.769175, -118.1820783",1
"33.7558166, -118.2028056",1
"33.7782562, -118.1554054",1
"33.7936543, -118.1921686",1
"33.8037635, -118.0673195",1
"33.7920901, -118.1337691",1
"33.8027144, -118.209802",1
"33.7936685, -118.1858804",1
"33.7924121, -118.1057371",1
"33.7927819, -118.1137093",1
"33.7944141, -118.1709111",1
"33.7934819, -118.164382",1
"33.7936694, -118.1870217",1
"33.838537, -118.2325598",1
"33.79348969999999, -118.181758",1
"33.8410723, -118.0906649",1
"33.7948521, -118.1799212",1
"33.8475227, -118.0923113",1
"33.7957498, -118.1670773",1
"33.7953274, -118.1882418",1
"33.8273384, -118.2223621",1
"33.7956351, -118.1805141",1
"33.7954665, -118.2097613",1
"33.8022802, -118.139949",1
"33.8027075, -118.1922363",1
"33.85525, -118.1682144",1
"33.8719387, -118.168687",1
"33.8724683, -118.1679377",1
"33.8013799, -118.139914",1
"33.6427488, -117.8974625",1
"33.8326122, -118.1953432",1
"33.8747355, -118.1510357",1
"33.7291611, -117.9825015",1
"33.8239351, -118.063527",1
"33.7925822, -118.2165624",1
"33.7953012, -118.1676614",1
"33.7773176, -118.2002862",1
"33.7773103, -118.2003133",1
"33.8227731, -118.0645165",1
"33.9245178, -118.1480214",1
"33.7934841, -118.1937849",1
"33.7568148, -118.1230239",1
"33.7083475, -117.8658987",1
"33.762044, -118.1391864",1
"33.760026, -118.1338122",1
"33.8039904, -118.1939842",1
"33.8041074, -118.1897457",1
"33.8007518, -118.2197896",1
"33.8240571, -118.2235599",1
"33.8225357, -118.223476",1
"33.8009031, -118.2173192",1
"33.794995, -118.1466931",1
"33.7959878, -118.1703382",1
"33.638119, -117.6858083",1
"33.803182, -118.2097855",1
"33.8028689, -118.1873915",1
"33.5547683, -117.693168",1
"33.7989334, -118.2187202",1
"33.7780771, -118.1511025",1
"33.76424, -118.1321192",1
"33.7751486, -118.1620496",1
"33.8303068, -118.2263396",1
"33.7943147, -118.1327883",1
"33.8014098, -118.1390904",1
"33.8007692, -118.1709146",1
"33.8012126, -118.167679",1
"33.8242627, -118.2200379",1
"33.7818788, -118.2200646",1
"33.8791074, -118.2056744",1
"33.7705027, -118.193653",1
"33.7862215, -118.193735",1
"33.7585823, -118.1307721",1
"33.7639652, -118.1546089",1
"33.76931, -118.1864043",1
"33.7823615, -118.2035708",1
"33.77940299999999, -118.0986231",1
"33.7782738, -118.1695454",1
"33.7940333, -118.1168651",1
"33.7953891, -118.1553543",1
"33.79408859999999, -118.1194656",1
"33.75858729999999, -118.1165122",1
"33.8190947, -118.0713554",1
"33.795439, -118.1826081",1
"33.7948602, -118.1426486",1
"33.8014354, -118.1365684",1
"33.7771026, -118.1782519",1
"33.8342008, -117.5188923",1
"33.8726083, -118.1452973",1
"33.7782494, -118.1695229",1
"33.8248959, -118.0989724",1
"33.7634996, -118.1524333",1
"33.7692637, -118.1824199",1
"33.7211982, -117.9758503",1
"33.7824461, -118.1664101",1
"33.8098177, -118.2199353",1
"33.7953327, -118.2017425",1
"33.7953025, -118.2149464",1
"33.7952919, -118.1589356",1
"33.7952889, -118.158929",1
"33.8598892, -118.1668632",1
"33.79531350000001, -118.1959076",1
"33.8294624, -118.2493329",1
"33.7957042, -118.1430853",1
"33.8312997, -118.0762498",1
"33.8297822, -118.0021951",1
"33.7422093, -118.1042003",1
"33.7466158, -118.1023376",1
"33.777779, -118.1911055",1
"33.778278, -118.1684858",1
"33.8243393, -118.0369234",1
"33.8164505, -118.1815653",1
"33.8577525, -118.1955733",1
"33.7786719, -118.1718604",1
"33.7937732, -118.1291002",1
"33.7962032, -118.1440631",1
"33.8514476, -118.1966852",1
"33.7746563, -118.2279997",1
"33.8014209, -118.1365848",1
"33.8007637, -118.2111218",1
"33.7871203, -118.1765788",1
"33.7664335, -118.1904952",1
"33.8585552, -118.1614583",1
"33.7949043, -118.1607981",1
"33.7933524, -118.1607193",1
"33.7842599, -118.1609513",1
"33.7449708, -118.110294",1
"33.8253958, -118.096378",1
"33.8246656, -118.1007102",1
"33.7772332, -118.1730664",1
"33.776554, -118.1963852",1
"33.8269437, -118.1876503",1
"33.8034913, -118.1471486",1
"33.8209119, -118.0710009",1
"33.78835960000001, -117.9930385",1
"33.8464638, -118.1915723",1
"33.8327922, -118.1926023",1
"33.921975, -118.1134264",1
"33.7568671, -118.1220835",1
"33.8058943, -118.1907968",1
"33.7789771, -118.1904511",1
"33.8045106, -118.1861068",1
"33.8240584, -118.0643637",1
"33.8543836, -118.1660804",1
"33.86936439999999, -118.1663846",1
"33.771448, -118.1654994",1
"33.793483, -118.1654727",1
"33.7971741, -118.1992242",1
"33.7653688, -118.1633258",1
"33.8077823, -118.2014073",1
"33.8043025, -118.1839362",1
"33.8041644, -118.218837",1
"33.8044507, -118.2024071",1
"33.8181014, -118.0661555",1
"33.804151, -118.180974",1
"33.8493144, -118.1817481",1
"33.8731827, -118.0683308",1
"33.7772863, -118.1271675",1
"33.240845, -117.279182",1
"33.8009174, -118.1988148",1
"33.7961944, -118.1267929",1
"33.7963053, -118.1135023",1
"33.8647751, -118.1480445",1
"33.7612581, -118.147917",1
"33.8194484, -118.0662159",1
"33.8242337, -118.170905",1
"33.7568636, -118.1220946",1
"33.7611667, -118.1363333",1
"33.7437449, -118.1091008",1
"33.7446284, -118.1120655",1
"33.7409752, -118.1038611",1
"33.7656016, -118.1624949",1
"33.755373, -118.1350186",1
"33.8515239, -118.195241",1
"33.7680779, -118.1836918",1
"33.7916749, -118.1611304",1
"33.8008868, -118.1424143",1
"33.7733055, -118.1631776",1
"33.7930028, -118.2221197",1
"33.796053, -118.1287033",1
"33.8189855, -118.2012995",1
"33.7973737, -118.215167",1
"33.8490505, -118.081793",1
"33.8493466, -118.0727151",1
"33.7692614, -118.1938115",1
"33.8267055, -118.1850678",1
"33.851482, -118.0888536",1
"33.8514535, -118.0649467",1
"33.8514291, -118.0870456",1
"33.850789, -118.0845272",1
"33.7943645, -118.2232234",1
"33.8805733, -118.1988404",1
"33.7962861, -118.1151253",1
"33.7958231, -118.1202544",1
"33.873071, -118.0684187",1
"33.8230207, -118.0799049",1
"33.887601, -118.0998206",1
"33.8468527, -117.9761344",1
"33.8044546, -118.2181797",1
"33.7651905, -118.1768137",1
"33.8540943, -118.1972572",1
"33.7593805, -118.1443391",1
"33.8171849, -118.0186675",1
"33.8703847, -118.0638563",1
"33.776553, -118.1950674",1
"33.8289653, -118.0881214",1
"33.7880543, -118.1806845",1
"33.7971354, -118.190545",1
"33.7960235, -118.1228108",1
"33.8738498, -118.165937",1
"33.7971236, -118.1720156",1
"33.8028018, -118.1650709",1
"33.7994733, -118.1087245",1
"33.7551754, -118.1352735",1
"33.8532911, -118.1959712",1
"33.8800038, -118.2043102",1
"33.7989609, -118.2143835",1
"33.7454329, -118.1101871",1
"33.8254631, -118.0697926",1
"33.825971, -118.0768454",1
"33.7641758, -118.1649813",1
"33.8462166, -118.0633208",1
"33.8449473, -118.1899366",1
"33.8504646, -118.1953063",1
"33.7771763, -118.168756",1
"33.7848787, -118.1828609",1
"33.8514179, -118.0787678",1
"33.8516777, -118.0804211",1
"33.8520779, -118.0995897",1
"33.8044566, -118.1980911",1
"33.8522437, -118.0804403",1
"33.8521615, -118.0812548",1
"33.8525641, -118.093768",1
"33.8524511, -118.0907831",1
"33.8533832, -118.0681751",1
"33.8528732, -118.0812483",1
"33.8534739, -118.0689235",1
"33.853953, -118.0465593",1
"33.854393, -118.0824331",1
"33.8547225, -118.0790663",1
"33.7639859, -118.1944096",1
"33.8479781, -118.1957802",1
"33.8666597, -118.2017946",1
"33.7621185, -118.1579439",1
"33.8679994, -118.2009307",1
"33.7658181, -118.1923767",1
"33.764581, -118.1921168",1
"33.7669739, -118.1827684",1
"33.7430451, -118.1135385",1
"33.7471067, -118.1212655",1
"33.8524379, -118.1960063",1
"33.7664319, -118.1850452",1
"33.8666531, -118.2017752",1
"33.1343945, -117.181034",1
"33.7639857, -118.1944094",1
"33.7679656, -118.1923965",1
"33.7568894, -118.1358057",1
"33.8532976, -118.19632",1
"33.8532997, -118.1961802",1
"33.8776071, -118.2034825",1
"33.85744, -118.197398",1
"33.8560386, -118.0662652",1
"33.8549092, -118.0835199",1
"33.8554223, -118.0760604",1
"33.8564251, -118.0512507",1
"33.8242226, -118.168716",1
"33.826699, -118.1752382",1
"33.7717185, -118.1799018",1
"33.8567981, -118.061946",1
"33.8574472, -118.0470243",1
"33.8566902, -118.0803888",1
"33.8575507, -118.0632251",1
"33.754122, -118.1259771",1
"33.756527, -118.1384114",1
"33.8439359, -118.1933641",1
"33.7726741, -118.1927737",1
"33.84284030000001, -118.1931187",1
"33.8528342, -118.0542236",1
"33.8533536, -118.0679195",1
"33.8544626, -118.089358",1
"33.8873322, -118.1513804",1
"33.8242201, -118.1837719",1
"33.8249803, -118.1060139",1
"33.8712683, -118.2017715",1
"33.8644691, -117.9236172",1
"33.82216349999999, -118.1926399",1
"33.8502583, -118.1981328",1
"33.843007, -118.196956",1
"33.8419104, -118.1966554",1
"33.741185, -118.1085554",1
"33.7380633, -118.1023931",1
"33.7393952, -118.1050108",1
"33.7651688, -118.1928761",1
"33.7962104, -118.1806723",1
"33.8171036, -118.1921645",1
"33.7543452, -118.1235029",1
"33.7611915, -118.1456782",1
"33.7542501, -118.1208919",1
"33.8447148, -118.17948",1
"33.7597403, -118.1995129",1
"33.7680221, -118.1910895",1
"33.793482, -118.1806414",1
"33.7878867, -118.180071",1
"33.7788026, -118.1804919",1
"33.7466788, -118.1014091",1
"33.7406808, -118.1055091",1
"33.7658235, -118.192361",1
"33.8460704, -118.1935595",1
"33.8584041, -118.189867",1
"33.7752542, -118.0951879",1
"33.7644885, -118.2018696",1
"33.857744, -118.0988188",1
"33.85852819999999, -118.0623123",1
"33.8005199, -118.2178105",1
"33.7918765, -118.1641727",1
"33.7918535, -118.1907792",1
"33.8561553, -118.0795778",1
"33.7825309, -118.2175972",1
"33.8199159, -118.1996161",1
"33.7873081, -118.2176621",1
"33.7563324, -118.1343048",1
"33.7493174, -118.1052529",1
"33.8352227, -118.1879347",1
"33.7771495, -118.1796532",1
"33.8441079, -118.1818464",1
"33.8333928, -118.1806772",1
"33.7907921, -118.1025636",1
"33.7942155, -118.1108313",1
"33.8691395, -118.1810886",1
"33.8206911, -118.1985882",1
"33.79013279999999, -118.0942727",1
"33.7912728, -118.1757677",1
"33.7907734, -118.1020074",1
"33.7908528, -118.0992024",1
"33.7898346, -118.1902582",1
"33.7789711, -118.1458962",1
"33.778979, -118.1589482",1
"33.8263696, -118.0990461",1
"33.8303471, -118.146156",1
"33.8727704, -118.1810789",1
"33.7583309, -118.1392119",1
"33.7789705, -118.1459121",1
"33.7532704, -118.1951314",1
"33.8278463, -118.1026754",1
"33.8185978, -118.0653507",1
"33.7768624, -118.193435",1
"33.7773212, -118.1543745",1
"33.8797843, -118.1012925",1
"37.3417299, -92.90817829999999",1
"35.6757423, -88.4096744",1
"33.7717217, -118.1643949",1
"33.8115901, -118.1882789",1
"33.8469531, -118.1995251",1
"33.8007518, -118.1958926",1
"33.7657406, -118.1809475",1
"33.8535366, -118.1825922",1
"33.8463122, -118.1806509",1
"33.7480806, -118.1014069",1
"33.7807889, -118.1756987",1
"33.7741329, -118.1963754",1
"33.77897970000001, -118.1736455",1
"33.8764128, -118.1783163",1
"33.7900715, -118.1603515",1
"33.8044729, -118.1665268",1
"33.804163, -118.217882",1
"33.8277168, -118.123601",1
"33.7827351, -118.2074627",1
"33.8451968, -118.182001",1
"33.7933568, -118.1967604",1
"33.7789811, -118.1963963",1
"33.8058324, -118.0744602",1
"33.7718143, -118.1372131",1
"33.8739448, -118.1210685",1
"33.775024, -118.1793487",1
"33.837738, -118.189148",1
"33.7789798, -118.1633221",1
"33.802574, -118.2165464",1
"33.8026682, -118.1589334",1
"33.79167, -118.1633039",1
"33.7918642, -118.2101524",1
"33.8642235, -118.1696335",1
"33.8783147, -118.1609063",1
"33.7989458, -118.1948183",1
"33.8352198, -118.1879638",1
"33.8551361, -118.1883949",1
"33.7873318, -118.1845359",1
"33.7668816, -118.1967679",1
"33.80687, -118.0631539",1
"33.7898495, -118.1402646",1
"33.7638436, -118.1609702",1
"33.8063586, -118.2040256",1
"33.8044071, -118.176332",1
"33.7708058, -118.1676711",1
"33.8625766, -118.1490153",1
"33.7724217, -118.148969",1
"33.7616204, -118.1487597",1
