geopoint,count
"33.85257989999999, -118.1857112",3
"33.8103435, -118.075081",3
"33.8505145, -118.1898125",3
"33.8180524, -118.1292111",3
"33.8048547, -118.2041721",3
"33.8037219, -118.1079342",3
"33.8037436, -118.1294805",3
"33.8044385, -118.1969661",3
"33.758449, -118.2018831",3
"33.7803596, -118.1066701",3
"33.7918069, -118.181593",3
"33.79128470000001, -118.1794917",3
"33.7903315, -118.0980639",3
"33.8540368, -118.1694318",3
"33.7727458, -118.1686586",3
"33.8566905, -118.0803696",3
"33.7788443, -118.1597836",3
"33.8674041, -118.1685397",3
"33.7856048, -118.149124",3
"33.7789592, -118.141544",3
"33.7899221, -118.2121785",3
"33.8413673, -118.1975373",3
"33.8414562, -118.1711138",3
"33.7810962, -118.0474831",3
"33.8273649, -118.1294348",3
"33.7917389, -118.1303673",3
"33.8012129, -118.1676583",3
"33.8014413, -118.1804927",3
"33.7665858, -118.1688165",3
"33.8607708, -118.0610286",3
"33.8007586, -118.1752487",3
"33.86515010000001, -118.1076207",3
"33.7648239, -118.1328762",3
"33.8095057, -118.1702378",3
"33.8009135, -118.2086816",3
"33.8169677, -118.1163239",3
"33.7997061, -118.1433996",3
"33.8028019, -118.1911377",3
"33.8815929, -118.1825479",3
"33.8301947, -118.1077474",3
"33.7897994, -118.1340388",3
"33.8035685, -118.1494341",3
"33.8640566, -118.149016",3
"33.8659066, -118.0462857",3
"33.8598734, -118.0986885",3
"33.8597584, -118.0659632",3
"33.859798, -118.1037866",3
"33.832964, -118.1825479",3
"33.788676, -118.1179628",3
"33.7989544, -118.198843",3
"33.7989453, -118.1828505",3
"33.816591, -118.0730041",3
"33.7911915, -118.1401318",3
"33.7962025, -118.1408175",3
"33.7864241, -118.221428",3
"33.789868, -118.1784181",3
"33.8640027, -118.057033",3
"33.7922575, -118.1456475",3
"33.7771627, -118.144803",3
"33.8277069, -118.119953",3
"33.8064369, -118.2183645",3
"33.8052666, -118.1069613",3
"33.8062068, -118.2079688",3
"33.7807768, -118.1502358",3
"33.8566581, -118.1587403",3
"33.7831635, -118.1273501",3
"33.7926869, -118.12789",3
"33.837645, -118.1717492",3
"33.8062024, -118.1871059",3
"33.7899482, -118.2017738",3
"33.7888484, -118.0958289",3
"33.8086945, -118.216604",3
"33.810329, -118.0586049",3
"33.8399038, -118.1762843",3
"33.7900595, -118.2152405",3
"33.7904844, -118.1663688",3
"33.8458413, -118.0979388",3
"33.7898646, -118.1518362",3
"33.8556509, -118.0946588",3
"33.8397259, -118.125082",3
"33.7620376, -118.1891929",3
"33.8746936, -118.1740968",3
"33.8728081, -118.177087",3
"33.8774437, -118.1534686",3
"33.8172619, -118.1935728",3
"33.817634, -118.1908511",3
"33.8582717, -118.183795",3
"33.8562676, -118.1859748",3
"33.8571155, -118.1613982",3
"33.8559854, -118.1884022",3
"33.7450672, -118.0914398",3
"33.7898858, -118.1828698",3
"33.79420820000001, -118.2166133",3
"33.8234811, -118.0782898",3
"33.8549669, -118.0945162",3
"33.7889712, -118.1198667",3
"33.7890684, -118.1048813",3
"33.7744399, -118.1698465",3
"33.8782722, -118.1708745",3
"33.8689619, -118.1707108",3
"33.8642176, -118.1705588",3
"33.8577526, -118.0988033",3
"33.8458221, -118.0988892",3
"33.8189077, -118.1958459",3
"33.7862244, -118.1658339",3
"33.8558978, -118.1972765",3
"33.7984062, -118.1027734",3
"33.8505009, -118.0805521",3
"33.7728799, -118.1698383",3
"33.7916783, -118.1692657",3
"33.8422239, -118.1991639",3
"33.8686197, -118.0950871",3
"33.78541200000001, -118.139321",3
"33.8414472, -118.1400511",3
"33.8439107, -118.1772394",3
"33.8755565, -118.1801632",3
"33.8044975, -118.1589259",3
"33.8058888, -118.1229543",3
"33.7751074, -118.1228688",3
"33.8582222, -118.1847415",3
"33.8492629, -118.0924867",3
"33.85812, -118.0931102",3
"33.7788389, -118.1696624",3
"33.7643927, -118.1704594",3
"33.8503224, -118.1711222",3
"33.8414127, -118.1368302",3
"33.7729066, -118.1876799",3
"33.8629404, -118.1512535",3
"33.8554018, -118.0790561",3
"33.7961794, -118.1107591",3
"33.8127738, -118.1393061",3
"33.803565, -118.1206449",3
"33.7883238, -118.1187201",3
"33.7990157, -118.1219205",3
"33.8581253, -118.1782195",3
"33.8430194, -118.1991275",3
"33.7806546, -118.1761885",3
"33.8695851, -118.060612",3
"33.8719397, -118.0666732",3
"33.8269196, -118.1942242",3
"33.8188673, -118.0809235",3
"33.7818842, -118.1597414",3
"33.7691383, -118.1860901",3
"33.7816867, -118.1761495",3
"33.8386179, -118.170906",3
"33.7596056, -118.0776023",3
"33.7816982, -118.196081",3
"33.8016196, -118.1774305",3
"33.8750615, -118.0429967",3
"33.8744104, -118.0781883",3
"33.8161367, -118.2155462",3
"33.7738901, -118.1850455",3
"33.7512701, -118.2109799",3
"33.7882741, -118.1586673",3
"33.8430479, -118.1337997",3
"33.7826008, -118.1752525",3
"33.7765626, -118.1863533",3
"33.7487786, -118.0933547",3
"33.8532318, -118.1713909",3
"33.7943951, -118.1994971",3
"33.86768500000001, -118.0700736",3
"33.7716608, -118.1203372",3
"33.8726143, -118.0557338",3
"33.8770285, -118.0436288",3
"33.8773608, -118.0566126",3
"33.822963, -118.1292351",3
"33.8493083, -118.0764973",3
"33.7921745, -118.096529",3
"33.8560132, -118.1772625",3
"33.8201465, -118.2133265",3
"33.8187564, -118.1199353",3
"33.8276099, -118.119047",3
"33.7630833, -118.1221156",3
"33.7667874, -118.189312",3
"33.8656234, -118.1084344",3
"33.7881037, -118.193333",3
"33.7889659, -118.1856524",3
"33.7882088, -118.1974459",3
"33.8699171, -118.1714271",3
"33.84827720000001, -118.067752",3
"33.8250846, -118.1254167",3
"33.8596285, -118.1669744",3
"33.8170602, -118.1817683",3
"33.817284, -118.1976524",3
"33.7752208, -118.1179772",3
"33.780169, -118.2248181",3
"33.7895831, -118.2151837",3
"33.8266975, -118.1675242",3
"33.8259119, -118.1849738",3
"33.825006, -118.1339146",3
"33.7948245, -118.1357556",3
"33.83207460000001, -118.1848151",3
"33.7644498, -118.1480894",3
"33.8701617, -118.1599654",3
"33.7827971, -118.1545852",3
"33.8379578, -118.1281134",3
"33.8609743, -118.193259",3
"33.7706252, -118.1665382",3
"33.8731511, -118.0726197",3
"33.7954747, -118.1991184",3
"33.7697101, -118.1711771",3
"33.8820464, -118.0721217",3
"33.7895849, -118.1586444",3
"33.7670703, -118.1589357",3
"33.8664817, -118.1715487",3
"33.7660092, -118.1670648",3
"33.8785761, -118.0659154",3
"33.8820579, -118.0369604",3
"33.8101831, -118.1167191",3
"33.7642459, -118.1534337",3
"33.8626828, -118.152933",3
"33.8187479, -118.2042622",3
"33.8773539, -118.1730434",3
"33.8771502, -118.1578541",3
"33.8216296, -118.2177739",3
"33.84682650000001, -118.1967125",3
"33.780654, -118.1749549",3
"33.884204, -118.1047095",3
"33.8774972, -118.0949808",3
"33.7898548, -118.1502446",3
"33.789867, -118.1850347",3
"33.7898524, -118.1690062",3
"33.8850342, -118.0645728",3
"33.8233589, -118.2085868",3
"33.8804742, -118.0639367",3
"33.8266954, -118.1719683",3
"33.7737286, -118.1674276",3
"33.7888391, -118.1752174",3
"33.8221639, -118.1795873",3
"33.8773308, -118.1567855",3
"33.8620299, -118.1828327",3
"33.7765757, -118.1850422",3
"33.7878337, -118.1511399",3
"33.8225692, -118.2146793",3
"33.815764, -118.1320126",3
"33.8430413, -118.1310585",3
"33.8548327, -118.1574436",3
"33.8081527, -118.1999066",3
"33.7826284, -118.1611046",3
"33.877326, -118.1763057",3
"33.822152, -118.1826742",3
"33.8189179, -118.176341",3
"33.7368663, -118.0993868",3
"33.7871329, -118.1937277",3
"33.7872327, -118.1598746",3
"33.796086, -118.1426265",3
"33.7626973, -118.1868297",3
"33.839908, -118.174049",3
"33.8437309, -118.1948483",3
"33.8377457, -118.1891562",3
"33.7888101, -118.1413817",3
"33.818905, -118.186454",3
"33.8254023, -118.2242759",3
"33.7919955, -118.0936443",3
"33.7647771, -118.2213693",3
"33.7870455, -118.1719485",3
"33.8586201, -118.1734842",3
"33.775167, -118.1718459",3
"33.8781131, -118.1725961",3
"33.8543621, -118.1819757",3
"33.7898173, -118.2099526",3
"33.7722171, -118.0943728",3
"33.7632942, -118.1854352",3
"33.7751258, -118.1163471",3
"33.7857705, -118.1850388",3
"33.76444, -118.1524463",3
"33.7659437, -118.1725921",3
"33.8724958, -118.0532335",3
"33.7454303, -118.1171533",3
"33.8290583, -118.0909391",3
"33.8562535, -118.1819881",3
"33.7778894, -118.174418",3
"33.8070579, -118.1058858",3
"33.7784962, -118.1863597",3
"33.8700191, -118.0371289",3
"33.7898577, -118.1719871",3
"33.81530720000001, -118.1162977",3
"33.7715238, -118.1995493",3
"33.7916813, -118.1994943",3
"33.7715725, -118.1414359",3
"33.7753436, -118.1524284",3
"33.7752695, -118.121357",3
"33.8578271, -118.1771093",3
"33.7994832, -118.0718409",3
"33.767985, -118.1732583",3
"33.7863939, -118.1718249",3
"33.8116507, -118.2122041",3
"33.8473916, -118.1743671",3
"33.8532015, -118.1752396",3
"33.7840692, -118.193493",3
"33.7823164, -118.1740894",3
"33.8171196, -118.0789118",3
"33.846868, -118.1674179",3
"33.8361752, -118.1360871",3
"33.8361324, -118.1262791",3
"33.8159889, -118.2119722",3
"33.7701396, -118.1765316",3
"33.7862371, -118.1950637",3
"33.7863467, -118.1675115",3
"33.7896977, -118.1727939",3
"33.7836774, -118.183646",3
"33.78241879999999, -118.1576617",3
"33.74215350000001, -118.1899309",3
"33.772469, -118.2123469",3
"33.8030095, -118.0544601",3
"33.8241105, -118.2235756",3
"33.784681, -118.1025507",3
"33.8601306, -118.1791578",3
"33.901076, -118.0142126",3
"33.7916668, -118.1643933",3
"33.77638030000001, -118.1996367",3
"33.7680804, -118.1850464",3
"33.7744728, -118.1133009",3
"33.8086302, -118.2187792",3
"40.30427780000001, -73.9923596",3
"33.7844776, -118.1520688",3
"33.7717068, -118.1578348",3
"33.76858130000001, -118.1731482",3
"33.8688625, -118.1739627",3
"33.7863982, -118.1707108",3
"33.7733238, -118.1577759",3
"33.7777543, -118.1950736",3
"33.7744099, -118.1548697",3
"33.8783476, -118.1851182",3
"33.8642371, -118.1696432",3
"33.8104779, -118.1145169",3
"33.7807804, -118.1545846",3
"33.8663167, -118.1553912",3
"33.8154183, -118.1714582",3
"33.8113779, -118.190686",3
"33.8764093, -118.177385",3
"33.8187544, -118.0955567",3
"33.824543, -118.09467",3
"33.8708007, -118.1740068",3
"33.8690316, -118.1588365",3
"33.7844157, -118.1741766",3
"33.8730451, -118.0910031",3
"33.8214964, -118.1129101",3
"33.7682777, -118.1137614",3
"33.8146, -118.0980971",3
"33.7729189, -118.1936594",3
"33.7576286, -118.1260424",3
"33.7886415, -118.1611943",3
"33.7924168, -118.2107583",3
"33.8619348, -118.1744355",3
"33.78567, -118.216243",3
"33.7422901, -118.1146109",3
"33.78958, -118.210818",3
"33.8080411, -118.1730863",3
"33.7826064, -118.1993957",3
"33.8004632, -118.1730246",3
"33.7741658, -118.102771",3
"33.7989446, -118.2111057",3
"33.804446, -118.1145101",3
"33.7926282, -118.0993211",3
"33.8485289, -118.1840674",3
"33.7862407, -118.1622283",3
"33.8314009, -118.0720966",3
"33.8315419, -118.0633138",3
"33.7621234, -118.1405415",3
"33.8650921, -118.1983643",3
"33.7942577, -118.1424619",3
"33.8346185, -118.1767643",3
"33.8357311, -118.1884661",3
"33.8154493, -118.2010953",3
"33.814552, -118.0991507",3
"33.8140692, -118.2208888",3
"33.787586, -118.1502412",3
"33.8089072, -118.0986559",3
"33.8099982, -118.1893496",3
"33.8088303, -118.1044161",3
"33.7848613, -118.1502419",3
"33.8543223, -118.1848844",3
"33.773889, -118.1425692",3
"33.8657944, -118.1704594",3
"33.8655737, -118.1754038",3
"33.8655908, -118.1715528",3
"33.81874, -118.1129455",3
"33.8658658, -118.069793",3
"33.7676408, -118.1154302",3
"33.7989516, -118.1979026",3
"33.8465893, -118.2050965",3
"33.8104046, -118.2153924",3
"33.7844128, -118.1611181",3
"33.7740672, -118.2006938",3
"33.7746058, -118.0693991",3
"33.799479, -118.1495712",3
"33.7634664, -118.1647638",3
"33.7623675, -118.1437454",3
"33.8080108, -118.1130222",3
"33.867801, -118.200482",3
"33.8316374, -118.144543",3
"33.8490301, -118.1916076",3
"33.8015201, -118.1812683",3
"33.8007602, -118.1741389",3
"33.8782319, -118.1752296",3
"33.7990817, -118.1858097",3
"33.7989363, -118.178497",3
"33.802302, -118.098016",3
"33.8280292, -118.1049483",3
"33.8675622, -118.1684256",3
"33.831432, -118.195165",3
"33.8672023, -118.1849906",3
"33.8657769, -118.1556068",3
"33.7782922, -118.152187",3
"33.8836582, -118.1818536",3
"33.8523849, -118.1752325",3
"33.7845113, -118.1533245",3
"33.783938, -118.1341016",3
"33.7844913, -118.1771314",3
"33.8747298, -118.1510549",3
"33.7990713, -118.2086871",3
"33.7851458, -118.1642912",3
"33.7564269, -118.1174975",3
"33.7680973, -118.1642412",3
"33.8686472, -118.1547657",3
"33.8604958, -118.1650434",3
"33.8227264, -118.222311",3
"33.8174002, -118.074514",3
"33.8215604, -118.0800689",3
"33.7674318, -118.1146795",3
"33.7670161, -118.1171827",3
"33.7577037, -118.115522",3
"33.8181899, -118.2015206",3
"33.770367, -118.1846958",3
"33.7496956, -118.0913106",3
"33.7753437, -118.19108",3
"33.7424081, -118.10633",3
"33.8010608, -118.1211601",3
"33.7880786, -118.1687456",3
"33.8799364, -118.2036149",3
"33.8009118, -118.2011016",3
"33.8009116, -118.1999585",3
"33.8655378, -118.1801204",3
"33.8043537, -118.1877109",3
"33.8153034, -118.1969593",3
"33.789447, -118.1542911",3
"33.8693058, -118.1536631",3
"33.7889444, -118.1844953",3
"33.8027294, -118.2010559",3
"33.8779828, -118.0485951",3
"33.7675246, -118.0779416",3
"33.7398685, -118.1059304",3
"33.8758065, -118.0504089",3
"33.8240883, -118.1111093",3
"33.8530901, -118.0525744",3
"33.7855469, -118.1839953",3
"33.8699631, -118.182078",3
"33.7808026, -118.1010433",3
"33.8628661, -118.1686505",3
"33.8373528, -118.1883574",3
"33.8460086, -118.1883267",3
"33.815446, -118.2021012",3
"33.8712204, -118.1521995",3
"33.8223002, -118.1835987",3
"33.82229239999999, -118.1684638",3
"33.8081889, -118.2127081",3
"33.858259, -118.1595175",3
"33.8119126, -118.1059545",3
"33.7971157, -118.2089413",3
"33.7663115, -118.175142",3
"33.8709579, -118.1556146",3
"33.804448, -118.2002274",3
"33.8034161, -118.1027662",3
"33.8134912, -118.1980808",3
"33.8709989, -118.172997",3
"33.8711324, -118.1818623",3
"33.8202465, -118.0679853",3
"33.8209154, -118.0739424",3
"33.8567764, -118.0772794",3
"33.7742462, -118.1686998",3
"33.80804990000001, -118.2153932",3
"33.7844181, -118.1752483",3
"33.7908868, -118.2089637",3
"33.7896437, -118.1750981",3
"33.8116586, -118.2089371",3
"33.8188884, -118.2089479",3
"33.852843, -118.0541957",3
"33.8495883, -118.2010431",3
"33.7613739, -118.1544268",3
"33.8301688, -118.1051658",3
"33.7916727, -118.1622096",3
"33.8609174, -118.058668",3
"33.8310946, -118.1932404",3
"33.8691746, -118.1773264",3
"33.8442697, -118.1955956",3
"33.7984803, -118.1288405",3
"33.8597291, -118.0675437",3
"33.8635376, -118.0986428",3
"33.8689159, -118.1761337",3
"33.8321433, -118.0990104",3
"33.7961443, -118.1340016",3
"33.8294327, -118.0868503",3
"33.7826099, -118.1513262",3
"33.8082639, -118.1717616",3
"33.7916814, -118.2089539",3
"33.7826089, -118.1383047",3
"33.8098453, -118.2118388",3
"33.78627900000001, -118.099539",3
"33.8776985, -118.2037046",3
"33.877728, -118.1969591",3
"33.7823252, -118.154978",3
"33.7888819, -118.1011826",3
"33.8531984, -118.176138",3
"33.7612872, -118.1271108",3
"33.7778778, -118.1751866",3
"33.8718249, -118.1967677",3
"33.7682749, -118.1628038",3
"33.877724, -118.1969592",3
"33.7564211, -118.1374886",3
"33.8092202, -118.1117776",3
"33.87709359999999, -118.1968061",3
"33.8742142, -118.2005533",3
"33.7912228, -118.1806935",3
"33.8324015, -118.1426322",3
"33.7989337, -118.1834028",3
"33.7584048, -118.1055393",3
"33.7826232, -118.20011",3
"33.7941065, -118.2166114",3
"33.8473214, -118.1897686",3
"33.8732529, -118.1967672",3
"33.770515, -118.2006081",3
"33.8552013, -118.0595134",3
"33.8311184, -118.174885",3
"33.8617058, -118.1898614",3
"33.7704943, -118.1876822",3
"33.8188619, -118.1882767",3
"33.8748253, -118.0601846",3
"33.8242161, -118.1752501",3
"33.8480993, -118.0658733",3
"33.8726221, -118.066027",3
"33.8465676, -118.189589",3
"33.7924717, -118.1892489",3
"33.7753658, -118.1813101",3
"33.760205, -118.1477682",3
"33.8722971, -118.1646459",3
"33.8728319, -118.169756",3
"33.775536, -118.1906597",3
"33.7753479, -118.1687498",3
"33.7669103, -118.1837091",3
"33.8314709, -118.1837611",3
"33.7898533, -118.149555",3
"33.846086, -118.1980353",3
"33.8640781, -118.0614896",3
"33.8502635, -118.1930246",3
"33.8618897, -118.0662068",3
"33.8654041, -118.0645756",3
"33.8868852, -118.0678805",3
"33.8648604, -118.1553996",3
"33.7680789, -118.1472255",3
"33.7887777, -118.1192374",3
"33.7889566, -118.1231717",3
"33.7748775, -118.1084583",3
"33.8439372, -118.1930131",3
"33.7873122, -118.2086997",3
"33.8325535, -118.1879602",3
"33.7742659, -118.1447487",3
"33.789423, -118.0966384",3
"33.8228009, -118.0988802",3
"33.8783206, -118.1578568",3
"33.8756102, -118.0672762",3
"33.884194, -118.0659594",3
"33.8729651, -118.0822072",3
"33.8134702, -118.1937112",3
"33.8134866, -118.2013395",3
"33.8222428, -118.1026747",3
"33.87965459999999, -118.196669",3
"33.8728649, -118.0998009",3
"33.8694738, -118.1906985",3
"33.7665223, -118.1907523",3
"33.8524108, -118.1917429",3
"33.8653496, -118.0697727",3
"33.8790066, -118.0713619",3
"33.8726645, -118.0740055",3
"33.8118221, -118.1967604",3
"33.810627, -118.0939291",3
"33.8534169, -118.058419",3
"33.8819092, -118.1774201",3
"33.8589675, -118.075566",3
"33.8448888, -118.1931745",3
"33.808027, -118.192408",3
"33.7672385, -118.1807414",3
"33.8123726, -118.0788915",3
"33.7984294, -118.1027859",3
"33.7717239, -118.1963835",3
"33.8133688, -118.1066543",3
"33.8624345, -118.0598124",3
"33.88038969999999, -118.0770688",3
"33.8529138, -118.0715854",3
"33.8043437, -118.1937232",3
"33.8134907, -118.1969697",3
"33.8006285, -118.1801759",3
"33.8699846, -118.1567279",3
"33.8134924, -118.1991629",3
"33.8758977, -118.1943125",3
"33.8810061, -118.1565482",3
"33.7552583, -118.1320963",3
"33.7814059, -118.192393",3
"33.8040204, -118.2086923",3
"33.8565874, -118.0747224",3
"33.760137, -118.091487",3
"33.7816526, -118.1696161",3
"33.7819923, -118.164123",3
"33.7815803, -118.1991429",3
"33.7815662, -118.1971447",3
"33.7609496, -118.2229457",3
"33.7534308, -118.1960974",3
"33.7398648, -118.1930439",3
"33.7989284, -118.1871969",3
"33.7617051, -118.1893593",3
"33.7933241, -118.1880633",3
"33.8714924, -118.1566022",3
"33.85405009999999, -118.1935729",3
"33.8619449, -118.1950878",3
"33.766207, -118.1832978",3
"33.8324135, -118.2126704",3
"33.815256, -118.1147395",3
"33.8154377, -118.1946023",3
"33.8154542, -118.2130137",3
"33.7818731, -118.1734521",3
"33.781558, -118.2104852",3
"33.7814332, -118.1707337",3
"33.7817829, -118.1586901",3
"33.795506, -118.1763167",3
"33.8128414, -118.1104832",3
"33.8134463, -118.1882779",3
"33.7750692, -118.1447487",3
"33.8509978, -118.1935457",3
"33.830342, -118.1446593",3
"33.8214639, -118.2125528",3
"33.7753349, -118.1589526",3
"33.80411, -118.1841996",3
"33.7787777, -118.1761768",3
"33.7936525, -118.210897",3
"33.7683156, -118.1767331",3
"33.8170377, -118.2040397",3
"33.8172525, -118.2130305",3
"33.8764094, -118.1773739",3
"33.8654555, -118.1498355",3
"33.76174719999999, -118.1501769",3
"33.81709379999999, -118.1861161",3
"33.8170973, -118.2089294",3
"33.817123, -118.1730712",3
"33.8270719, -118.1051456",3
"33.7668538, -118.1751212",3
"33.8116503, -118.191676",3
"33.8123887, -118.0797434",3
"33.818368, -118.201302",3
"33.8545421, -118.0863463",3
"33.8459102, -118.0889432",3
"33.8195742, -118.101836",3
"33.8182973, -118.0778648",3
"33.778964, -118.147515",3
"33.7617243, -118.1512853",3
"33.8203081, -118.0715578",3
"33.937066, -118.0441845",3
"33.8756879, -118.0928094",3
"33.8568285, -118.0935446",3
"33.8655936, -118.094741",3
"33.820841, -118.0721453",3
"33.7939803, -118.1455423",3
"33.8211189, -118.1334708",3
"33.7475311, -118.113721",3
"33.7683347, -118.1860924",3
"33.7914792, -118.099049",3
"33.8211403, -118.132643",3
"33.8226518, -118.2075644",3
"33.8857027, -118.0990606",3
"33.7914462, -118.0996205",3
"33.8505527, -118.0974784",3
